Player,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA
Thiago Silva\Thiago-Silva,DF,Chelsea,eng Premier League,35,23,23,1935,21.5,2,0,2,0,0,5,1,0.09,0.00,0.09,0.09,0.09,1.1,1.1,0.3,1.5,0.05,0.02,0.07,0.05,0.07
Marco Silvestri\Marco-Silvestri,GK,Hellas Verona,it Serie A,29,34,34,3060,34.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Mohamed Simakan\Mohamed-Simakan,DF,Strasbourg,fr Ligue 1,20,19,19,1615,17.9,1,1,1,0,0,2,0,0.06,0.06,0.11,0.06,0.11,1.5,1.5,1.1,2.5,0.08,0.06,0.14,0.08,0.14
Giovanni Simeone\Giovanni-Simeone,FW,Cagliari,it Serie A,25,33,19,1740,19.3,6,2,6,0,0,1,0,0.31,0.10,0.41,0.31,0.41,8.1,8.1,1.2,9.3,0.42,0.06,0.48,0.42,0.48
Moses Simon\Moses-Simon,FWMF,Nantes,fr Ligue 1,25,33,28,2324,25.8,6,5,5,1,1,2,0,0.23,0.19,0.43,0.19,0.39,8.3,7.6,3.5,11.1,0.32,0.14,0.46,0.29,0.43
Unai Simón\Unai-Simon,GK,Athletic Club,es La Liga,23,37,37,3330,37.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00
Xavi Simons\Xavi-Simons,MF,Paris S-G,fr Ligue 1,17,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,2.98,0.00,2.98,2.98,2.98
Jóan Símun Edmundsson\Joan-Simun-Edmundsson,MFFW,Arminia,de Bundesliga,29,5,0,58,0.6,1,0,1,0,0,0,0,1.55,0.00,1.55,1.55,1.55,0.5,0.5,0.0,0.5,0.81,0.00,0.81,0.81,0.81
Wilfried Singo\Wilfried-Singo,DF,Torino,it Serie A,19,28,20,1854,20.6,1,2,1,0,0,4,1,0.05,0.10,0.15,0.05,0.15,1.1,1.1,2.9,4.0,0.05,0.14,0.20,0.05,0.20
Daley Sinkgraven\Daley-Sinkgraven,DF,Leverkusen,de Bundesliga,25,22,19,1570,17.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.7,1.1,0.02,0.04,0.06,0.02,0.06
Dimitris Siovas\Dimitris-Siovas,DF,Huesca,es La Liga,31,36,34,3071,34.1,2,0,2,0,0,5,0,0.06,0.00,0.06,0.06,0.06,1.9,1.9,0.2,2.1,0.06,0.01,0.06,0.06,0.06
Tobias Sippel\Tobias-Sippel,GK,M'Gladbach,de Bundesliga,32,4,3,344,3.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Salvatore Sirigu\Salvatore-Sirigu,GK,Torino,it Serie A,33,32,32,2880,32.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Issouf Sissokho\Issouf-Sissokho,MF,Bordeaux,fr Ligue 1,18,6,0,78,0.9,1,0,1,0,0,2,0,1.15,0.00,1.15,1.15,1.15,0.1,0.1,0.0,0.1,0.07,0.00,0.07,0.07,0.07
Ibrahima Sissoko\Ibrahima-Sissoko,MF,Strasbourg,fr Ligue 1,22,36,29,2581,28.7,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.4,1.6,0.04,0.01,0.06,0.04,0.06
Moussa Sissoko\Moussa-Sissoko,MF,Tottenham,eng Premier League,30,25,15,1585,17.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.5,0.9,0.02,0.03,0.05,0.02,0.05
Nelson Sissoko\Nelson-Sissoko,DF,Saint-Étienne,fr Ligue 1,23,9,6,474,5.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01
Antonio Sivera\Antonio-Sivera,GK,Alavés,es La Liga,23,1,1,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Jacques Siwe\Jacques-Siwe,FW,Dijon,fr Ligue 1,19,5,2,169,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.17,0.08,0.25,0.17,0.25
Ellyes Skhiri\Ellyes-Skhiri,MF,Köln,de Bundesliga,25,32,32,2785,30.9,5,2,5,0,0,5,0,0.16,0.06,0.23,0.16,0.23,3.9,3.9,1.1,5.0,0.13,0.04,0.16,0.13,0.16
Łukasz Skorupski\Lukasz-Skorupski,GK,Bologna,it Serie A,29,28,28,2520,28.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Andreas Skov Olsen\Andreas-Skov-Olsen,FWDF,Bologna,it Serie A,20,26,12,1179,13.1,2,3,2,0,0,1,0,0.15,0.23,0.38,0.15,0.38,3.5,3.5,2.1,5.6,0.27,0.16,0.43,0.27,0.43
Robert Skov\Robert-Skov,FWDF,Hoffenheim,de Bundesliga,24,23,12,1164,12.9,1,0,1,0,0,0,1,0.08,0.00,0.08,0.08,0.08,2.1,2.1,1.3,3.4,0.16,0.10,0.26,0.16,0.26
Milan Škriniar\Milan-Skriniar,DF,Inter,it Serie A,25,32,31,2777,30.9,3,0,3,0,0,1,0,0.10,0.00,0.10,0.10,0.10,1.8,1.8,0.4,2.1,0.06,0.01,0.07,0.06,0.07
Steven Skrzybski\Steven-Skrzybski,FWDF,Schalke 04,de Bundesliga,27,13,3,419,4.7,0,0,0,0,1,2,0,0.00,0.00,0.00,0.00,0.00,1.3,0.5,0.1,0.7,0.28,0.03,0.31,0.12,0.14
Petar Škuletić\Petar-Skuletic,FWMF,Montpellier,fr Ligue 1,30,19,1,234,2.6,2,0,2,0,0,0,0,0.77,0.00,0.77,0.77,0.77,1.6,1.6,0.4,1.9,0.60,0.14,0.74,0.60,0.74
Islam Slimani\Islam-Slimani,FW,Leicester City,eng Premier League,32,1,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.19,0.13,0.32,0.19,0.32
Islam Slimani\Islam-Slimani,FW,Lyon,fr Ligue 1,32,18,4,579,6.4,3,1,3,0,0,0,1,0.47,0.16,0.62,0.47,0.62,2.8,2.8,1.5,4.3,0.44,0.23,0.67,0.44,0.67
William Smallbone\William-Smallbone,MF,Southampton,eng Premier League,20,3,2,172,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04
Chris Smalling\Chris-Smalling,DF,Roma,it Serie A,30,16,13,1111,12.3,0,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.4,0.4,0.5,0.9,0.03,0.04,0.07,0.03,0.07
Emile Smith-Rowe\Emile-Smith-Rowe,MFFW,Arsenal,eng Premier League,20,20,18,1440,16.0,2,4,2,0,0,0,0,0.12,0.25,0.37,0.12,0.37,2.0,2.0,3.0,5.0,0.13,0.18,0.31,0.13,0.31
Robert Snodgrass\Robert-Snodgrass,MFFW,West Brom,eng Premier League,32,8,6,526,5.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.03,0.06,0.09,0.03,0.09
Robert Snodgrass\Robert-Snodgrass,FWDF,West Ham,eng Premier League,32,3,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Cédric Soares\Cedric-Soares,DF,Arsenal,eng Premier League,28,10,8,746,8.3,0,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.2,0.2,0.9,1.1,0.03,0.11,0.13,0.03,0.13
Rafa Soares\Rafa-Soares,DF,Eibar,es La Liga,25,19,12,1134,12.6,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.0,0.0,1.2,1.3,0.00,0.10,0.10,0.00,0.10
Rubén Sobrino\Ruben-Sobrino,MFFW,Valencia,es La Liga,28,5,0,49,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.05,0.05,0.00,0.05
Rubén Sobrino\Ruben-Sobrino,FWMF,Cádiz,es La Liga,28,16,11,1113,12.4,1,0,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08,2.4,2.4,0.8,3.1,0.19,0.06,0.25,0.19,0.25
Simon Sohm\Simon-Sohm,MF,Parma,it Serie A,19,18,8,899,10.0,1,0,1,0,0,1,0,0.10,0.00,0.10,0.10,0.10,1.2,1.2,0.3,1.5,0.12,0.03,0.15,0.12,0.15
Augusto Solari\Augusto-Solari,MF,Celta Vigo,es La Liga,28,16,3,486,5.4,2,2,2,0,0,2,0,0.37,0.37,0.74,0.37,0.74,1.3,1.3,1.3,2.6,0.23,0.24,0.48,0.23,0.48
Roberto Soldado\Roberto-Soldado,FW,Granada,es La Liga,35,29,16,1438,16.0,9,0,7,2,2,8,1,0.56,0.00,0.56,0.44,0.44,5.8,4.4,0.7,5.0,0.36,0.04,0.40,0.28,0.32
Carlos Soler\Carlos-Soler,MF,Valencia,es La Liga,23,32,31,2735,30.4,11,8,4,7,9,7,0,0.36,0.26,0.63,0.13,0.39,9.5,2.7,4.6,7.3,0.31,0.15,0.47,0.09,0.24
Yann Sommer\Yann-Sommer,GK,M'Gladbach,de Bundesliga,31,31,31,2712,30.1,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Son\Son,DF,Levante,es La Liga,26,28,10,1106,12.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.2,1.8,0.04,0.10,0.14,0.04,0.14
Brandon Soppy\Brandon-Soppy,DF,Rennes,fr Ligue 1,18,10,5,559,6.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.02,0.04,0.02,0.04
David Soria\David-Soria,GK,Getafe,es La Liga,27,28,28,2520,28.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00
Roberto Soriano\Roberto-Soriano,MF,Bologna,it Serie A,29,37,37,3250,36.1,9,6,9,0,0,5,0,0.25,0.17,0.42,0.25,0.42,6.2,6.2,6.4,12.7,0.17,0.18,0.35,0.17,0.35
Alberto Soro\Alberto-Soro,FWMF,Granada,es La Liga,21,15,3,393,4.4,1,2,1,0,0,1,0,0.23,0.46,0.69,0.23,0.69,0.8,0.8,0.4,1.1,0.18,0.08,0.26,0.18,0.26
Borna Sosa\Borna-Sosa,DF,Stuttgart,de Bundesliga,22,26,25,2042,22.7,0,9,0,0,0,2,0,0.00,0.40,0.40,0.00,0.40,0.6,0.6,5.9,6.5,0.03,0.26,0.29,0.03,0.29
Hugo Sotelo\Hugo-Sotelo,MF,Celta Vigo,es La Liga,16,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Florian Sotoca\Florian-Sotoca,FW,Lens,fr Ligue 1,29,33,28,2413,26.8,8,3,6,2,2,7,0,0.30,0.11,0.41,0.22,0.34,9.9,8.4,3.6,12.0,0.37,0.14,0.50,0.31,0.45
Riccardo Sottil\Riccardo-Sottil,MFFW,Cagliari,it Serie A,21,21,12,1184,13.2,2,1,2,0,0,3,0,0.15,0.08,0.23,0.15,0.23,2.0,2.0,1.8,3.9,0.15,0.14,0.29,0.15,0.29
Cheick Souaré\Cheick-Souare,MF,Marseille,fr Ligue 1,17,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Tomáš Souček\Tomas-Soucek,MF,West Ham,eng Premier League,25,38,38,3419,38.0,10,1,10,0,0,7,1,0.26,0.03,0.29,0.26,0.29,9.2,9.2,1.5,10.7,0.24,0.04,0.28,0.24,0.28
Rayan Souici\Rayan-Souici,DF,Saint-Étienne,fr Ligue 1,22,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Cebio Soukou\Cebio-Soukou,FWMF,Arminia,de Bundesliga,27,14,5,458,5.1,1,0,1,0,0,2,0,0.20,0.00,0.20,0.20,0.20,0.8,0.8,0.1,0.9,0.15,0.03,0.18,0.15,0.18
Adama Soumaoro\Adama-Soumaoro,DF,Bologna,it Serie A,28,20,19,1755,19.5,1,0,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,1.2,1.2,0.1,1.3,0.06,0.00,0.06,0.06,0.06
Adama Soumaoro\Adama-Soumaoro,DF,Lille,fr Ligue 1,28,3,1,145,1.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04
Boubakary Soumaré\Boubakary-Soumare,MF,Lille,fr Ligue 1,21,32,21,1919,21.3,0,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,0.3,0.3,1.2,1.4,0.01,0.05,0.07,0.01,0.07
Yaya Soumaré\Yaya-Soumare,FW,Lyon,fr Ligue 1,20,3,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Arnaud Souquet\Arnaud-Souquet,DF,Montpellier,fr Ligue 1,28,23,14,1224,13.6,1,1,1,0,0,5,0,0.07,0.07,0.15,0.07,0.15,0.2,0.2,0.5,0.7,0.01,0.04,0.05,0.01,0.05
Ansou Sow\Ansou-Sow,MF,Lens,fr Ligue 1,20,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Djibril Sow\Djibril-Sow,MF,Eint Frankfurt,de Bundesliga,23,28,25,2175,24.2,0,2,0,0,0,6,0,0.00,0.08,0.08,0.00,0.08,0.6,0.6,1.6,2.1,0.02,0.06,0.09,0.02,0.09
Saidou Sow\Saidou-Sow,DF,Saint-Étienne,fr Ligue 1,18,15,10,1000,11.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.00,0.01,0.01,0.01
Çağlar Söyüncü\Caglar-Soyuncu,DF,Leicester City,eng Premier League,24,23,19,1819,20.2,1,0,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,0.5,0.5,0.2,0.7,0.03,0.01,0.04,0.03,0.04
Leonardo Spinazzola\Leonardo-Spinazzola,DF,Roma,it Serie A,27,27,25,2124,23.6,2,4,2,0,0,0,0,0.08,0.17,0.25,0.08,0.25,2.0,2.0,5.0,7.0,0.08,0.21,0.30,0.08,0.30
Marco Sportiello\Marco-Sportiello,GK,Atalanta,it Serie A,28,15,13,1261,14.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Mattia Sprocati\Mattia-Sprocati,FW,Parma,it Serie A,27,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Jerry St. Juste\Jerry-St-Juste,DF,Mainz 05,de Bundesliga,23,32,32,2880,32.0,0,1,0,0,0,4,0,0.00,0.03,0.03,0.00,0.03,2.0,2.0,0.2,2.2,0.06,0.01,0.07,0.06,0.07
Benjamin Stambouli\Benjamin-Stambouli,MFDF,Schalke 04,de Bundesliga,29,24,22,1956,21.7,0,2,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,0.1,0.1,0.5,0.6,0.00,0.02,0.03,0.00,0.03
Josip Stanišić\Josip-Stanisic,DF,Bayern Munich,de Bundesliga,20,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.16,0.00,0.16,0.16,0.16
Niklas Stark\Niklas-Stark,DFMF,Hertha BSC,de Bundesliga,25,33,31,2793,31.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.2,1.2,0.03,0.01,0.04,0.03,0.04
Renato Steffen\Renato-Steffen,FWMF,Wolfsburg,de Bundesliga,28,21,19,1566,17.4,5,4,5,0,0,3,0,0.29,0.23,0.52,0.29,0.52,4.3,4.3,2.5,6.9,0.25,0.15,0.39,0.25,0.39
Zack Steffen\Zack-Steffen,GK,Manchester City,eng Premier League,25,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Pascal Stenzel\Pascal-Stenzel,DF,Stuttgart,de Bundesliga,24,23,14,1276,14.2,0,1,0,0,0,3,1,0.00,0.07,0.07,0.00,0.07,0.1,0.1,0.3,0.4,0.01,0.02,0.03,0.01,0.03
Dale Stephens\Dale-Stephens,MF,Burnley,eng Premier League,31,7,3,261,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06
Jack Stephens\Jack-Stephens,DF,Southampton,eng Premier League,26,18,17,1537,17.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.5,1.3,0.04,0.03,0.07,0.04,0.07
Raheem Sterling\Raheem-Sterling,FW,Manchester City,eng Premier League,25,31,28,2536,28.2,10,7,10,0,1,4,0,0.35,0.25,0.60,0.35,0.60,12.2,11.4,4.8,16.3,0.43,0.17,0.60,0.41,0.58
Enda Stevens\Enda-Stevens,DF,Sheffield Utd,eng Premier League,30,30,30,2700,30.0,0,1,0,0,0,6,0,0.00,0.03,0.03,0.00,0.03,1.1,1.1,1.6,2.7,0.04,0.05,0.09,0.04,0.09
Lars Stindl\Lars-Stindl,MFFW,M'Gladbach,de Bundesliga,31,30,23,1961,21.8,14,8,8,6,7,6,0,0.64,0.37,1.01,0.37,0.73,10.0,4.7,5.6,10.3,0.46,0.26,0.72,0.22,0.47
Kevin Stöger\Kevin-Stoger,MFFW,Mainz 05,de Bundesliga,26,19,4,538,6.0,3,0,3,0,0,3,0,0.50,0.00,0.50,0.50,0.50,1.6,1.6,0.9,2.5,0.26,0.15,0.41,0.26,0.41
John Stones\John-Stones,DF,Manchester City,eng Premier League,26,22,22,1933,21.5,4,0,4,0,0,0,1,0.19,0.00,0.19,0.19,0.19,2.2,2.2,0.1,2.3,0.10,0.00,0.11,0.10,0.11
Thomas Strakosha\Thomas-Strakosha,GK,Lazio,it Serie A,25,9,9,810,9.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Tobias Strobl\Tobias-Strobl,MF,Augsburg,de Bundesliga,30,29,21,1846,20.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.9,1.4,0.03,0.04,0.07,0.03,0.07
Kevin Strootman\Kevin-Strootman,MF,Marseille,fr Ligue 1,30,11,1,233,2.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.10,0.10,0.00,0.10
Kevin Strootman\Kevin-Strootman,MF,Genoa,it Serie A,30,18,18,1314,14.6,0,4,0,0,0,7,0,0.00,0.27,0.27,0.00,0.27,0.5,0.5,2.4,2.8,0.03,0.16,0.20,0.03,0.20
Pascal Struijk\Pascal-Struijk,DFMF,Leeds United,eng Premier League,20,27,22,2075,23.1,1,0,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04,2.4,2.4,0.2,2.6,0.10,0.01,0.11,0.10,0.11
Jens Stryger Larsen\Jens-Stryger-Larsen,DF,Udinese,it Serie A,29,33,30,2638,29.3,2,0,2,0,0,0,0,0.07,0.00,0.07,0.07,0.07,2.9,2.9,1.0,3.8,0.10,0.03,0.13,0.10,0.13
Stefano Sturaro\Stefano-Sturaro,MF,Hellas Verona,it Serie A,27,10,4,423,4.7,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01
Stefano Sturaro\Stefano-Sturaro,MF,Genoa,it Serie A,27,6,6,445,4.9,1,0,1,0,0,1,0,0.20,0.00,0.20,0.20,0.20,0.4,0.4,0.2,0.6,0.08,0.04,0.12,0.08,0.12
Damián Suárez\Damian-Suarez,DF,Getafe,es La Liga,32,31,28,2434,27.0,1,0,1,0,0,13,1,0.04,0.00,0.04,0.04,0.04,0.3,0.3,0.7,1.0,0.01,0.03,0.04,0.01,0.04
Denis Suárez\Denis-Suarez,MF,Celta Vigo,es La Liga,26,35,34,2852,31.7,0,9,0,0,0,10,0,0.00,0.28,0.28,0.00,0.28,0.9,0.9,5.0,5.8,0.03,0.16,0.18,0.03,0.18
Luis Suárez\Luis-Suarez,FW,Atlético Madrid,es La Liga,33,32,30,2508,27.9,21,3,18,3,3,6,0,0.75,0.11,0.86,0.65,0.75,15.6,13.3,3.3,16.6,0.56,0.12,0.68,0.48,0.59
Marek Suchý\Marek-Suchy,DF,Augsburg,de Bundesliga,32,5,3,305,3.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Niklas Süle\Niklas-Sule,DF,Bayern Munich,de Bundesliga,24,20,16,1505,16.7,1,0,1,0,0,1,0,0.06,0.00,0.06,0.06,0.06,1.1,1.1,0.3,1.4,0.07,0.02,0.09,0.07,0.09
Suso\Suso,FW,Sevilla,es La Liga,26,34,28,2210,24.6,3,4,3,0,0,2,0,0.12,0.16,0.29,0.12,0.29,2.1,2.1,4.5,6.6,0.09,0.18,0.27,0.09,0.27
Bosko Sutalo\Bosko-Sutalo,DF,Atalanta,it Serie A,20,7,3,233,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.06,0.06,0.00,0.06
Mattias Svanberg\Mattias-Svanberg,MF,Bologna,it Serie A,21,34,24,1852,20.6,5,2,5,0,0,8,1,0.24,0.10,0.34,0.24,0.34,4.1,4.1,2.5,6.6,0.20,0.12,0.32,0.20,0.32
Abdoulaye Sylla\Abdoulaye-Sylla,DF,Nantes,fr Ligue 1,20,2,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Issiaga Sylla\Issiaga-Sylla,DF,Lens,fr Ligue 1,26,20,13,1116,12.4,1,0,1,0,0,0,1,0.08,0.00,0.08,0.08,0.08,1.5,1.5,0.4,1.9,0.12,0.04,0.15,0.12,0.15
Eddy Sylvestre\Eddy-Sylvestre,FWMF,Nice,fr Ligue 1,20,4,1,97,1.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Ádám Szalai\Adam-Szalai,FW,Mainz 05,de Bundesliga,32,18,8,733,8.1,1,0,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,2.2,2.2,0.6,2.7,0.26,0.07,0.34,0.26,0.34
Wojciech Szczęsny\Wojciech-Szczesny,GK,Juventus,it Serie A,30,30,30,2677,29.7,0,1,0,0,0,0,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00
Frederik Sørensen\Frederik-Sorensen,DF,Köln,de Bundesliga,28,3,1,99,1.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.07,0.07,0.00,0.07
Alexander Sørloth\Alexander-Sorloth,FW,RB Leipzig,de Bundesliga,24,29,13,1443,16.0,5,3,5,0,1,2,0,0.31,0.19,0.50,0.31,0.50,6.4,5.7,2.2,7.9,0.40,0.14,0.54,0.35,0.49
Tachi\Tachi,DF,Alavés,es La Liga,22,12,8,850,9.4,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.4,0.02,0.02,0.04,0.02,0.04
Jonathan Tah\Jonathan-Tah,DF,Leverkusen,de Bundesliga,24,27,24,2219,24.7,1,0,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04,0.8,0.8,0.1,1.0,0.03,0.01,0.04,0.03,0.04
Waniss Taibi\Waniss-Taibi,MF,Angers,fr Ligue 1,18,2,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.11,0.11,0.00,0.11
Flavien Tait\Flavien-Tait,MFFW,Rennes,fr Ligue 1,27,23,16,1368,15.2,1,3,1,0,0,6,0,0.07,0.20,0.26,0.07,0.26,2.4,2.4,2.3,4.8,0.16,0.15,0.31,0.16,0.31
Adrien Tameze\Adrien-Tameze,MF,Hellas Verona,it Serie A,26,33,28,2304,25.6,1,0,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04,1.7,1.7,1.9,3.5,0.07,0.07,0.14,0.07,0.14
Japhet Tanganga\Japhet-Tanganga,DF,Tottenham,eng Premier League,21,6,6,487,5.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.04,0.00,0.04,0.04,0.04
Renato Tapia\Renato-Tapia,MF,Celta Vigo,es La Liga,25,32,32,2701,30.0,0,1,0,0,0,11,0,0.00,0.03,0.03,0.00,0.03,0.9,0.9,0.9,1.8,0.03,0.03,0.06,0.03,0.06
Edmond Tapsoba\Edmond-Tapsoba,DF,Leverkusen,de Bundesliga,21,31,29,2652,29.5,1,0,1,0,0,5,0,0.03,0.00,0.03,0.03,0.03,1.1,1.1,0.5,1.5,0.04,0.02,0.05,0.04,0.05
Matt Targett\Matt-Targett,DF,Aston Villa,eng Premier League,24,38,38,3404,37.8,0,2,0,0,0,7,0,0.00,0.05,0.05,0.00,0.05,0.2,0.2,3.1,3.4,0.01,0.08,0.09,0.01,0.09
James Tarkowski\James-Tarkowski,DF,Burnley,eng Premier League,27,36,36,3240,36.0,1,0,1,0,0,6,0,0.03,0.00,0.03,0.03,0.03,2.6,2.6,0.7,3.3,0.07,0.02,0.09,0.07,0.09
Ciprian Tătărușanu\Ciprian-Tatarusanu,GK,Milan,it Serie A,34,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Percy Tau\Percy-Tau,FWMF,Brighton,eng Premier League,26,3,1,103,1.1,0,1,0,0,0,0,0,0.00,0.87,0.87,0.00,0.87,0.0,0.0,0.3,0.3,0.00,0.27,0.27,0.00,0.27
Niklas Tauer\Niklas-Tauer,MFDF,Mainz 05,de Bundesliga,19,5,0,69,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03
