Player,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def
Raphael Dias Belloli\Raphael-Dias-Belloli,MF,Leeds United,eng Premier League,23,26.2,109,4.16,62,26,10,4,3,4,14,0.53,8,3,1,2,0,0
Raphael Dias Belloli\Raphael-Dias-Belloli,FWMF,Rennes,fr Ligue 1,23,4.5,24,5.35,11,3,4,1,5,0,6,1.34,3,0,2,0,1,0
Rúben Dias\Ruben-Dias,DF,Manchester City,eng Premier League,23,31.6,21,0.66,19,0,0,1,1,0,2,0.06,1,0,0,1,0,0
Krepin Diatta\Krepin-Diatta,MFDF,Monaco,fr Ligue 1,21,4.3,6,1.39,5,0,0,0,1,0,1,0.23,1,0,0,0,0,0
Amadou Diawara\Amadou-Diawara,MF,Roma,it Serie A,23,7.3,7,0.96,7,0,0,0,0,0,1,0.14,1,0,0,0,0,0
Brahim Díaz\Brahim-Diaz,MFFW,Milan,it Serie A,20,13.6,47,3.44,26,4,5,3,9,0,11,0.81,6,1,3,0,1,0
Víctor Díaz\Victor-Diaz,DF,Granada,es La Liga,32,9.2,11,1.20,7,3,0,1,0,0,3,0.33,2,0,0,1,0,0
Daniel Didavi\Daniel-Didavi,FWMF,Stuttgart,de Bundesliga,30,10.8,34,3.15,29,3,0,1,1,0,5,0.46,3,1,0,1,0,0
Eric Dier\Eric-Dier,DF,Tottenham,eng Premier League,26,28.0,16,0.57,14,0,0,1,0,1,0,0.00,0,0,0,0,0,0
Daan Dierckx\Daan-Dierckx,DF,Parma,it Serie A,17,5.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lucas Digne\Lucas-Digne,DF,Everton,eng Premier League,27,29.8,70,2.35,49,17,0,2,2,0,11,0.37,6,3,0,2,0,0
Virgil van Dijk\Virgil-van-Dijk,DF,Liverpool,eng Premier League,29,4.1,1,0.24,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mitchell Dijks\Mitchell-Dijks,DF,Bologna,it Serie A,27,16.5,17,1.03,13,2,0,0,1,1,0,0.00,0,0,0,0,0,0
Javairô Dilrosun\Javairo-Dilrosun,FWMF,Hertha BSC,de Bundesliga,22,5.9,15,2.55,9,2,3,0,0,1,3,0.51,2,0,0,0,0,1
Federico Dimarco\Federico-Dimarco,DF,Hellas Verona,it Serie A,22,29.0,104,3.58,46,47,3,4,4,0,6,0.21,4,1,0,1,0,0
Tristan Dingomé\Tristan-Dingome,MF,Reims,fr Ligue 1,29,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Eren Dinkçi\Eren-Dinkci,FWMF,Werder Bremen,de Bundesliga,18,1.2,3,2.50,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sinaly Diomande\Sinaly-Diomande,DF,Lyon,fr Ligue 1,19,12.6,6,0.48,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lois Diony\Lois-Diony,FW,Angers,fr Ligue 1,27,19.4,29,1.49,20,0,2,2,4,1,2,0.10,1,0,0,0,1,0
Issa Diop\Issa-Diop,DF,West Ham,eng Premier League,23,15.3,4,0.26,4,0,0,0,0,0,1,0.07,1,0,0,0,0,0
Papakouli Diop\Papakouli-Diop,MF,Eibar,es La Liga,34,25.8,31,1.20,23,2,1,1,2,2,1,0.04,1,0,0,0,0,0
Sofiane Diop\Sofiane-Diop,MFFW,Monaco,fr Ligue 1,20,22.5,63,2.80,48,3,2,4,2,4,6,0.27,2,0,0,1,0,3
Andy Diouf\Andy-Diouf,FW,Rennes,fr Ligue 1,18,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Yehvann Diouf\Yehvann-Diouf,GK,Reims,fr Ligue 1,20,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Assane Dioussé\Assane-Diousse,DF,Saint-Étienne,fr Ligue 1,22,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Axel Disasi\Axel-Disasi,DF,Monaco,fr Ligue 1,22,22.3,8,0.36,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Tiago Djaló\Tiago-Djalo,DF,Lille,fr Ligue 1,20,9.7,8,0.82,7,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Djené\Djene,DF,Getafe,es La Liga,28,32.7,14,0.43,10,0,1,0,2,1,4,0.12,2,0,1,0,1,0
Moussa Djenepo\Moussa-Djenepo,MF,Southampton,eng Premier League,22,13.8,31,2.25,15,0,10,1,5,0,4,0.29,1,0,2,0,1,0
Koffi Djidji\Koffi-Djidji,DF,Crotone,it Serie A,27,16.9,10,0.59,10,0,0,0,0,0,1,0.06,1,0,0,0,0,0
Alexander Djiku\Alexander-Djiku,DFMF,Strasbourg,fr Ligue 1,25,28.4,17,0.60,10,0,0,4,1,2,0,0.00,0,0,0,0,0,0
Berat Djimsiti\Berat-Djimsiti,DF,Atalanta,it Serie A,27,29.2,38,1.30,31,1,1,4,1,0,7,0.24,5,1,0,1,0,0
Marko Dmitrović\Marko-Dmitrovic,GK,Eibar,es La Liga,28,34.7,7,0.20,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Ritsu Doan\Ritsu-Doan,MFFW,Arminia,de Bundesliga,22,30.8,89,2.89,40,21,18,4,5,1,5,0.16,3,0,2,0,0,0
Mihai Dobre\Mihai-Dobre,FW,Dijon,fr Ligue 1,21,5.9,12,2.04,7,0,2,1,1,1,1,0.17,0,0,0,0,0,1
Matt Doherty\Matt-Doherty,DF,Tottenham,eng Premier League,28,13.8,22,1.60,18,1,1,0,2,0,2,0.15,2,0,0,0,0,0
Jeremy Doku\Jeremy-Doku,MFFW,Rennes,fr Ligue 1,18,25.7,90,3.50,66,0,10,2,9,3,9,0.35,8,0,0,0,0,1
Kasper Dolberg\Kasper-Dolberg,FW,Nice,fr Ligue 1,22,21.4,27,1.26,18,0,2,1,6,0,4,0.19,2,0,1,0,1,0
Keagan Dolly\Keagan-Dolly,MF,Montpellier,fr Ligue 1,27,5.0,15,2.99,10,4,1,0,0,0,1,0.20,1,0,0,0,0,0
Jaume Doménech\Jaume-Domenech,GK,Valencia,es La Liga,29,28.0,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Carlos Dominguez\Carlos-Dominguez,DF,Celta Vigo,es La Liga,19,4.0,1,0.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nicolás Domínguez\Nicolas-Dominguez,MF,Bologna,it Serie A,22,13.9,44,3.16,32,1,2,2,3,4,0,0.00,0,0,0,0,0,0
John Donald\John-Donald,DF,Elche,es La Liga,19,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ji Dong-won\Ji-Dong-won,FW,Mainz 05,de Bundesliga,29,0.7,2,2.90,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Anastasios Donis\Anastasios-Donis,MF,Reims,fr Ligue 1,23,1.1,1,0.93,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gianluigi Donnarumma\Gianluigi-Donnarumma,GK,Milan,it Serie A,21,37.0,6,0.16,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gabriel Dos Santos\Gabriel-Dos-Santos,DF,Arsenal,eng Premier League,22,22.2,10,0.45,6,1,1,2,0,0,0,0.00,0,0,0,0,0,0
Bas Dost\Bas-Dost,FW,Eint Frankfurt,de Bundesliga,31,9.1,18,1.98,17,0,0,1,0,0,3,0.33,3,0,0,0,0,0
Lucas Douath\Lucas-Douath,MF,Saint-Étienne,fr Ligue 1,16,14.7,14,0.95,9,0,2,0,1,2,1,0.07,1,0,0,0,0,0
Abdoulaye Doucouré\Abdoulaye-Doucoure,MF,Everton,eng Premier League,27,27.1,41,1.51,36,1,1,1,0,2,5,0.18,5,0,0,0,0,0
Cheick Doucouré\Cheick-Doucoure,MF,Lens,fr Ligue 1,20,29.2,60,2.06,48,0,7,3,1,1,7,0.24,7,0,0,0,0,0
Fodé Doucouré\Fode-Doucoure,DF,Reims,fr Ligue 1,19,3.7,7,1.89,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mahamadou Doucouré\Mahamadou-Doucoure,FW,Nîmes,fr Ligue 1,20,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Cheick Doukouré\Cheick-Doukoure,MF,Levante,es La Liga,27,1.1,1,0.89,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Idrissa Doumbia\Idrissa-Doumbia,MF,Huesca,es La Liga,22,8.7,9,1.04,7,0,0,0,0,2,0,0.00,0,0,0,0,0,0
Moussa Doumbia\Moussa-Doumbia,MFFW,Reims,fr Ligue 1,25,10.0,33,3.30,26,3,1,3,0,0,3,0.30,2,1,0,0,0,0
Souleyman Doumbia\Souleyman-Doumbia,DF,Angers,fr Ligue 1,23,24.7,25,1.01,22,1,0,0,1,1,2,0.08,1,0,0,0,1,0
Aleksandar Dragović\Aleksandar-Dragovic,DF,Leverkusen,de Bundesliga,29,12.6,16,1.27,12,2,0,1,0,1,1,0.08,1,0,0,0,0,0
Bartłomiej Drągowski\Bartlomiej-Dragowski,GK,Fiorentina,it Serie A,22,35.0,2,0.06,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0
Denis Drăguș\Denis-Dragus,FWMF,Crotone,it Serie A,21,2.0,2,1.02,2,0,0,0,0,0,1,0.51,1,0,0,0,0,0
Radu Drăgușin\Radu-Dragusin,DF,Juventus,it Serie A,18,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mouhamadou Drammeh\Mouhamadou-Drammeh,MF,Reims,fr Ligue 1,21,1.9,3,1.56,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Julian Draxler\Julian-Draxler,MFFW,Paris S-G,fr Ligue 1,26,11.8,44,3.72,30,9,1,1,1,2,7,0.59,5,1,0,0,0,1
Dominick Drexler\Dominick-Drexler,MFFW,Köln,de Bundesliga,30,13.7,31,2.26,27,0,1,1,1,1,1,0.07,0,0,0,1,0,0
Matthieu Dreyer\Matthieu-Dreyer,GK,Lorient,fr Ligue 1,31,15.0,1,0.07,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Domingos Duarte\Domingos-Duarte,DF,Granada,es La Liga,25,26.3,11,0.42,9,0,0,2,0,0,0,0.00,0,0,0,0,0,0
Léo Duarte\Leo-Duarte,DF,Milan,it Serie A,24,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Óscar Duarte\Oscar-Duarte,DF,Levante,es La Liga,31,22.9,10,0.44,8,1,0,1,0,0,1,0.04,1,0,0,0,0,0
Rubén Duarte\Ruben-Duarte,DF,Alavés,es La Liga,24,28.3,48,1.70,31,15,0,1,1,0,3,0.11,3,0,0,0,0,0
Leo Dubois\Leo-Dubois,DF,Lyon,fr Ligue 1,25,32.3,116,3.60,68,36,3,4,5,0,10,0.31,4,2,1,1,2,0
Martin Dúbravka\Martin-Dubravka,GK,Newcastle Utd,eng Premier League,31,13.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ondrej Duda\Ondrej-Duda,FWMF,Köln,de Bundesliga,25,28.2,85,3.02,42,25,7,7,4,0,8,0.28,5,2,0,0,1,0
Unai Dufur\Unai-Dufur,DF,Eibar,es La Liga,21,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Haris Duljević\Haris-Duljevic,MFFW,Nîmes,fr Ligue 1,26,8.6,24,2.79,20,0,1,2,0,1,1,0.12,1,0,0,0,0,0
Paul Dummett\Paul-Dummett,DF,Newcastle Utd,eng Premier League,28,13.9,5,0.36,5,0,0,0,0,0,1,0.07,1,0,0,0,0,0
Alfred Duncan\Alfred-Duncan,MF,Fiorentina,it Serie A,27,1.8,4,2.22,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alfred Duncan\Alfred-Duncan,MF,Cagliari,it Serie A,27,11.9,18,1.52,15,3,0,0,0,0,2,0.17,2,0,0,0,0,0
Lewis Dunk\Lewis-Dunk,DF,Brighton,eng Premier League,28,32.6,19,0.58,14,1,0,4,0,0,0,0.00,0,0,0,0,0,0
Jimmy Dunne\Jimmy-Dunne,DF,Burnley,eng Premier League,22,3.0,3,1.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Erik Durm\Erik-Durm,DF,Eint Frankfurt,de Bundesliga,28,16.4,27,1.64,18,1,2,6,0,0,5,0.30,1,0,1,3,0,0
Hugo Duro\Hugo-Duro,FW,Real Madrid,es La Liga,20,0.6,1,1.64,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jean-Kevin Duverne\Jean-Kevin-Duverne,DF,Brest,fr Ligue 1,23,22.5,10,0.44,9,0,1,0,0,0,2,0.09,2,0,0,0,0,0
Paulo Dybala\Paulo-Dybala,FW,Juventus,it Serie A,26,12.6,62,4.93,37,10,5,5,5,0,3,0.24,2,0,0,1,0,0
Edin Džeko\Edin-Dzeko,FW,Roma,it Serie A,34,20.3,63,3.11,43,0,5,7,6,2,12,0.59,7,0,2,1,1,1
Eric Junior Dina Ebimbe\Eric-Junior-Dina-Ebimbe,FWMF,Dijon,fr Ligue 1,19,23.8,61,2.56,41,1,10,5,4,0,3,0.13,2,0,0,1,0,0
Steeve-Mike Ebongue\Steeve-Mike-Ebongue,MF,Genoa,it Serie A,19,0.6,2,3.46,1,0,0,0,0,1,2,3.46,1,0,0,0,0,1
Enzo Ebosse\Enzo-Ebosse,DF,Angers,fr Ligue 1,21,2.9,1,0.35,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Bruno Ecuele Manga\Bruno-Ecuele-Manga,DF,Dijon,fr Ligue 1,32,38.0,7,0.18,4,1,1,1,0,0,0,0.00,0,0,0,0,0,0
Simone Edera\Simone-Edera,DFMF,Torino,it Serie A,23,0.6,2,3.46,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Ederson\Ederson,GK,Manchester City,eng Premier League,26,36.0,5,0.14,4,1,0,0,0,0,1,0.03,1,0,0,0,0,0
Kyle Edwards\Kyle-Edwards,MFFW,West Brom,eng Premier League,22,1.3,1,0.76,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
John Egan\John-Egan,DF,Sheffield Utd,eng Premier League,27,29.2,13,0.45,12,0,0,0,0,1,1,0.03,1,0,0,0,0,0
Johannes Eggestein\Johannes-Eggestein,FWMF,Werder Bremen,de Bundesliga,22,0.4,1,2.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Maximilian Eggestein\Maximilian-Eggestein,MF,Werder Bremen,de Bundesliga,23,32.7,58,1.77,49,1,0,2,4,2,9,0.28,9,0,0,0,0,0
Lilian Egloff\Lilian-Egloff,MF,Stuttgart,de Bundesliga,17,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kingsley Ehizibue\Kingsley-Ehizibue,DF,Köln,de Bundesliga,25,12.6,16,1.27,11,1,2,1,1,0,3,0.24,1,0,1,1,0,0
Albin Ekdal\Albin-Ekdal,MF,Sampdoria,it Serie A,31,25.5,28,1.10,19,0,2,1,2,4,1,0.04,1,0,0,0,0,0
Hugo Ekitike\Hugo-Ekitike,MFFW,Reims,fr Ligue 1,18,1.0,2,2.05,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Anthony Elanga\Anthony-Elanga,FW,Manchester Utd,eng Premier League,18,1.7,2,1.16,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Niclas Eliasson\Niclas-Eliasson,MFFW,Nîmes,fr Ligue 1,24,20.0,52,2.60,25,21,2,1,3,0,4,0.20,3,1,0,0,0,0
Elif Elmas\Elif-Elmas,MFFW,Napoli,it Serie A,20,8.2,21,2.55,16,0,3,1,1,0,5,0.61,1,0,3,1,0,0
Ahmed Elmohamady\Ahmed-Elmohamady,DF,Aston Villa,eng Premier League,32,9.3,21,2.25,18,1,0,1,0,1,1,0.11,0,1,0,0,0,0
Mohamed Elneny\Mohamed-Elneny,MF,Arsenal,eng Premier League,28,17.2,16,0.93,13,0,1,1,1,0,0,0.00,0,0,0,0,0,0
Aritz Elustondo\Aritz-Elustondo,DF,Real Sociedad,es La Liga,26,20.9,15,0.72,14,0,0,1,0,0,2,0.10,1,0,0,1,0,0
Nico Elvedi\Nico-Elvedi,DF,M'Gladbach,de Bundesliga,23,28.2,13,0.46,9,0,0,3,0,1,4,0.14,2,0,0,2,0,0
Rodrigo Ely\Rodrigo-Ely,DF,Alavés,es La Liga,26,5.2,3,0.58,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sepe Elye Wahi\Sepe-Elye-Wahi,FW,Montpellier,fr Ligue 1,17,6.2,15,2.43,8,0,1,1,5,0,3,0.49,1,0,0,1,1,0
Breel Embolo\Breel-Embolo,FWMF,M'Gladbach,de Bundesliga,23,16.0,47,2.94,31,0,3,9,4,0,10,0.62,4,0,0,3,3,0
Emerson\Emerson,DF,Betis,es La Liga,21,33.2,64,1.93,53,6,1,0,3,1,5,0.15,4,0,0,0,1,0
Manu Emmanuel Gyabuaa\Manu-Emmanuel-Gyabuaa,MF,Atalanta,it Serie A,18,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Renaud Emond\Renaud-Emond,FW,Nantes,fr Ligue 1,28,3.9,9,2.29,2,0,0,2,4,1,1,0.25,0,0,0,0,1,0
Alan Empereur\Alan-Empereur,DF,Hellas Verona,it Serie A,26,2.4,1,0.41,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Youssef En-Nesyri\Youssef-En-Nesyri,FW,Sevilla,es La Liga,23,25.7,37,1.44,22,0,4,5,3,3,8,0.31,2,0,2,1,2,1
Keita Endo\Keita-Endo,MFFW,Union Berlin,de Bundesliga,22,5.1,14,2.76,8,0,1,0,3,2,0,0.00,0,0,0,0,0,0
Wataru Endo\Wataru-Endo,MF,Stuttgart,de Bundesliga,27,32.8,67,2.04,55,0,1,2,5,4,6,0.18,5,0,0,0,1,0
Sergi Enrich\Sergi-Enrich,FW,Eibar,es La Liga,30,15.6,32,2.05,21,0,0,8,1,2,3,0.19,1,0,0,2,0,0
Christian Eriksen\Christian-Eriksen,MF,Inter,it Serie A,28,15.4,51,3.31,30,18,0,3,0,0,2,0.13,2,0,0,0,0,0
Martin Erlic\Martin-Erlic,DF,Spezia,it Serie A,22,20.0,4,0.20,4,0,0,0,0,0,1,0.05,1,0,0,0,0,0
Patrick Erras\Patrick-Erras,FWMF,Werder Bremen,de Bundesliga,25,0.3,2,6.92,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gonzalo Escalante\Gonzalo-Escalante,MF,Lazio,it Serie A,27,8.1,12,1.47,9,0,0,1,1,1,3,0.37,2,0,0,1,0,0
Aarón Escandell\Aaron-Escandell,GK,Granada,es La Liga,24,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dani Escriche\Dani-Escriche,FWMF,Huesca,es La Liga,22,9.5,23,2.42,17,0,2,0,3,1,3,0.32,2,0,1,0,0,0
Sergio Escudero\Sergio-Escudero,DF,Sevilla,es La Liga,30,6.3,11,1.75,10,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Alfonso Espino\Alfonso-Espino,DF,Cádiz,es La Liga,28,28.9,22,0.76,16,4,1,0,0,1,5,0.17,4,0,1,0,0,0
Vicente Esquerdo\Vicente-Esquerdo,MF,Valencia,es La Liga,21,2.6,3,1.17,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Nahuel Estévez\Nahuel-Estevez,MF,Spezia,it Serie A,24,19.6,47,2.39,33,8,0,6,0,0,9,0.46,4,2,0,3,0,0
Pervis Estupiñán\Pervis-Estupinan,DF,Villarreal,es La Liga,22,13.0,28,2.16,24,0,1,1,2,0,3,0.23,2,0,0,0,1,0
Yoann Etienne\Yoann-Etienne,DF,Lorient,fr Ligue 1,23,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Xabier Etxeita\Xabier-Etxeita,DF,Getafe,es La Liga,32,9.8,2,0.20,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jonny Evans\Jonny-Evans,DF,Leicester City,eng Premier League,32,27.5,14,0.51,14,0,0,0,0,0,4,0.15,4,0,0,0,0,0
Edu Expósito\Edu-Exposito,MF,Eibar,es La Liga,23,27.3,84,3.08,48,17,7,3,6,3,5,0.18,4,0,0,1,0,0
Valentin Eysseric\Valentin-Eysseric,MFFW,Fiorentina,it Serie A,28,8.1,16,1.98,11,2,1,2,0,0,2,0.25,1,0,0,1,0,0
Eberechi Eze\Eberechi-Eze,MF,Crystal Palace,eng Premier League,22,28.4,83,2.92,48,13,10,2,8,2,12,0.42,4,2,4,1,1,0
Jokin Ezkieta\Jokin-Ezkieta,GK,Athletic Club,es La Liga,23,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Łukasz Fabiański\Lukasz-Fabianski,GK,West Ham,eng Premier League,35,35.0,1,0.03,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Fabinho\Fabinho,DFMF,Liverpool,eng Premier League,26,28.5,23,0.81,20,0,0,0,2,1,4,0.14,3,0,0,0,1,0
Fábio\Fabio,DF,Nantes,fr Ligue 1,30,16.7,28,1.67,22,3,0,0,3,0,3,0.18,2,0,0,0,1,0
Cesc Fàbregas\Cesc-Fabregas,MF,Monaco,fr Ligue 1,33,9.7,47,4.82,28,16,2,0,1,0,5,0.51,5,0,0,0,0,0
Bandiougou Fadiga\Bandiougou-Fadiga,FWMF,Paris S-G,fr Ligue 1,19,0.7,2,2.86,0,0,0,0,2,0,0,0.00,0,0,0,0,0,0
Bandiougou Fadiga\Bandiougou-Fadiga,MF,Brest,fr Ligue 1,19,0.5,2,4.19,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Wout Faes\Wout-Faes,DF,Reims,fr Ligue 1,22,32.2,11,0.34,8,1,0,1,0,1,1,0.03,0,0,0,1,0,0
Nicolò Fagioli\Nicolo-Fagioli,MF,Juventus,it Serie A,19,0.2,1,4.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ralf Fährmann\Ralf-Fahrmann,GK,Schalke 04,de Bundesliga,31,20.8,7,0.34,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Romain Faivre\Romain-Faivre,MFFW,Brest,fr Ligue 1,22,32.1,150,4.67,74,37,12,8,17,2,14,0.44,5,4,1,2,2,0
Fali\Fali,DFMF,Cádiz,es La Liga,26,29.3,20,0.68,15,0,2,2,1,0,3,0.10,1,0,1,1,0,0
Iago Falque\Iago-Falque,MFFW,Benevento,it Serie A,30,4.0,29,7.29,20,2,4,2,0,1,1,0.25,1,0,0,0,0,0
Andri Fannar Baldursson\Andri-Fannar-Baldursson,MF,Bologna,it Serie A,18,2.4,4,1.66,4,0,0,0,0,0,1,0.41,1,0,0,0,0,0
Paolo Faragò\Paolo-Farago,DF,Bologna,it Serie A,27,0.3,2,7.83,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Paolo Faragò\Paolo-Farago,DFMF,Cagliari,it Serie A,27,4.1,8,1.95,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Davide Faraoni\Davide-Faraoni,DF,Hellas Verona,it Serie A,28,32.1,42,1.31,33,1,4,1,3,0,9,0.28,7,1,1,0,0,0
Mohamed Fares\Mohamed-Fares,DF,Lazio,it Serie A,24,12.7,28,2.21,24,1,1,1,0,1,3,0.24,2,0,0,1,0,0
Diego Farias\Diego-Farias,FW,Spezia,it Serie A,30,16.8,52,3.09,41,0,3,4,2,2,3,0.18,1,0,0,2,0,0
Wuilker Faríñez\Wuilker-Farinez,GK,Lens,fr Ligue 1,22,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Noah Fatar\Noah-Fatar,FWMF,Angers,fr Ligue 1,18,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ansu Fati\Ansu-Fati,FW,Barcelona,es La Liga,17,4.8,19,3.97,12,1,1,0,5,0,2,0.42,0,0,1,0,1,0
Julien Faussurier\Julien-Faussurier,DF,Brest,fr Ligue 1,33,10.6,31,2.92,24,3,0,2,0,2,5,0.47,5,0,0,0,0,0
Andrea Favilli\Andrea-Favilli,FW,Hellas Verona,it Serie A,23,3.8,10,2.65,7,0,1,0,1,1,1,0.27,1,0,0,0,0,0
Federico Fazio\Federico-Fazio,DF,Roma,it Serie A,33,4.5,3,0.67,1,0,0,2,0,0,0,0.00,0,0,0,0,0,0
Nabil Fekir\Nabil-Fekir,MFFW,Betis,es La Liga,27,29.1,138,4.74,78,18,18,7,16,1,17,0.58,9,3,3,0,2,0
Felipe\Felipe,DF,Atlético Madrid,es La Liga,31,22.9,8,0.35,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Luiz Felipe\Luiz-Felipe,DF,Lazio,it Serie A,23,10.1,7,0.69,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ohis Felix Uduokhai\Ohis-Felix-Uduokhai,DF,Augsburg,de Bundesliga,22,29.0,10,0.34,8,0,0,0,1,1,1,0.03,1,0,0,0,0,0
João Félix\Joao-Felix,FWMF,Atlético Madrid,es La Liga,20,17.5,46,2.63,33,0,5,4,4,0,10,0.57,7,0,1,1,1,0
Zinedine Ferhat\Zinedine-Ferhat,FWMF,Nîmes,fr Ligue 1,27,32.9,113,3.44,71,11,14,5,10,2,22,0.67,16,0,2,1,3,0
Bruno Fernandes\Bruno-Fernandes,MF,Manchester Utd,eng Premier League,25,34.4,168,4.88,121,22,4,10,8,3,27,0.78,23,2,0,2,0,0
Edimilson Fernandes\Edimilson-Fernandes,MFDF,Mainz 05,de Bundesliga,24,9.3,15,1.61,9,5,0,1,0,0,1,0.11,0,1,0,0,0,0
Aitor Fernández\Aitor-Fernandez,GK,Levante,es La Liga,29,29.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Álex Fernández\Alex-Fernandez,MF,Cádiz,es La Liga,27,21.6,40,1.85,19,20,0,0,1,0,4,0.18,3,1,0,0,0,0
Álvaro Fernández\Alvaro-Fernandez,GK,Huesca,es La Liga,22,22.0,3,0.14,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Andrés Fernández\Andres-Fernandez,GK,Huesca,es La Liga,33,16.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Augusto Fernández\Augusto-Fernandez,MF,Cádiz,es La Liga,34,4.1,1,0.24,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Carlos Fernández\Carlos-Fernandez,FW,Sevilla,es La Liga,24,1.6,5,3.15,3,0,0,2,0,0,0,0.00,0,0,0,0,0,0
Carlos Fernández\Carlos-Fernandez,FWMF,Real Sociedad,es La Liga,24,4.3,11,2.54,8,0,0,1,2,0,3,0.69,2,0,0,1,0,0
Federico Fernández\Federico-Fernandez,DF,Newcastle Utd,eng Premier League,31,23.1,11,0.48,9,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Joaquín Fernández\Joaquin-Fernandez,DF,Valladolid,es La Liga,24,23.0,12,0.52,9,0,0,2,1,0,3,0.13,1,0,0,1,1,0
Fernandinho\Fernandinho,MF,Manchester City,eng Premier League,35,13.2,29,2.20,21,0,3,0,0,5,3,0.23,2,0,0,0,0,1
Fernando\Fernando,MF,Sevilla,es La Liga,33,28.3,36,1.27,33,1,1,0,0,1,10,0.35,9,0,1,0,0,0
Alex Ferrari\Alex-Ferrari,DF,Sampdoria,it Serie A,26,9.8,6,0.61,6,0,0,0,0,0,2,0.20,2,0,0,0,0,0
