Player,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Lucas Perrin\Lucas-Perrin,DF,Marseille,fr Ligue 1,21,3.4,1,0,0,4,4,0,2,7,6,0,0,0,25,10,3,76.9
Pavao Pervan\Pavao-Pervan,GK,Wolfsburg,de Bundesliga,32,2.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
Matteo Pessina\Matteo-Pessina,MF,Atalanta,it Serie A,23,18.3,2,0,0,24,23,1,14,14,12,0,0,0,184,20,32,38.5
Andrea Petagna\Andrea-Petagna,FW,Napoli,it Serie A,25,10.7,0,0,0,19,17,6,6,1,2,0,0,0,36,25,34,42.4
Nils Petersen\Nils-Petersen,FW,Freiburg,de Bundesliga,31,14.5,0,0,0,14,4,6,3,3,10,0,0,0,51,41,96,29.9
Lukas Petkov\Lukas-Petkov,MF,Augsburg,de Bundesliga,19,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jacopo Petriccione\Jacopo-Petriccione,MF,Crotone,it Serie A,25,10.6,5,1,0,18,17,0,3,8,9,0,0,0,84,6,9,40.0
Jens Petter Hauge\Jens-Petter-Hauge,FWMF,Milan,it Serie A,20,5.9,0,0,0,12,1,1,2,2,4,0,0,0,31,3,14,17.6
Germán Pezzella\German-Pezzella,DF,Fiorentina,it Serie A,29,30.5,5,0,0,34,17,4,4,34,26,0,2,0,231,73,45,61.9
Giuseppe Pezzella\Giuseppe-Pezzella,DF,Parma,it Serie A,22,20.3,7,0,0,24,25,0,61,24,25,0,0,0,149,20,14,58.8
Maximilian Philipp\Maximilian-Philipp,MF,Wolfsburg,de Bundesliga,26,12.3,3,0,0,16,12,6,9,8,5,0,0,0,62,12,14,46.2
Rayan Philippe\Rayan-Philippe,FW,Dijon,fr Ligue 1,19,1.0,0,0,0,0,3,1,1,0,2,0,0,0,5,1,3,25.0
Romain Philippoteaux\Romain-Philippoteaux,FW,Nîmes,fr Ligue 1,32,2.4,0,0,0,1,0,0,6,0,2,0,0,0,13,1,0,100.0
Romain Philippoteaux\Romain-Philippoteaux,MFFW,Brest,fr Ligue 1,32,6.5,0,0,0,3,7,2,11,6,6,0,0,0,39,3,0,100.0
Kalvin Phillips\Kalvin-Phillips,MF,Leeds United,eng Premier League,24,27.0,10,0,0,47,32,0,25,49,44,0,0,0,325,31,35,47.0
Matt Phillips\Matt-Phillips,MFFW,West Brom,eng Premier League,29,20.3,1,0,0,30,7,8,52,19,14,0,0,0,150,15,46,24.6
Nathaniel Phillips\Nathaniel-Phillips,DF,Liverpool,eng Premier League,23,16.2,2,0,0,20,9,0,2,29,12,0,0,0,184,103,39,72.5
Jaden Philogene Bidace\Jaden-Philogene-Bidace,FW,Aston Villa,eng Premier League,18,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
Krzysztof Piątek\Krzysztof-Piatek,FW,Hertha BSC,de Bundesliga,25,18.1,4,0,0,44,21,20,4,6,5,0,0,0,70,51,77,39.8
Pablo Piatti\Pablo-Piatti,MFFW,Elche,es La Liga,31,4.0,1,0,0,11,9,5,11,1,6,0,0,0,20,1,13,7.1
Cristiano Piccini\Cristiano-Piccini,DF,Atalanta,it Serie A,27,0.7,0,0,0,1,1,0,0,1,0,0,0,0,3,0,0,
Cristiano Piccini\Cristiano-Piccini,DF,Valencia,es La Liga,27,0.7,0,0,0,0,0,0,2,1,0,0,0,0,5,2,0,100.0
Roberto Piccoli\Roberto-Piccoli,FW,Spezia,it Serie A,19,7.8,0,0,0,16,13,3,2,2,6,1,0,0,27,19,45,29.7
Jordan Pickford\Jordan-Pickford,GK,Everton,eng Premier League,26,30.5,1,0,0,1,3,0,0,0,0,0,1,0,160,0,0,
Jérémy Pied\Jeremy-Pied,DF,Lille,fr Ligue 1,31,3.5,1,0,0,6,2,0,9,6,2,0,0,0,47,5,6,45.5
Amos Pieper\Amos-Pieper,DF,Arminia,de Bundesliga,22,29.8,6,0,0,21,23,1,2,35,41,0,3,0,281,81,73,52.6
Ronaël Pierre-Gabriel\Ronael-Pierre-Gabriel,DF,Brest,fr Ligue 1,22,25.6,4,0,0,28,28,2,24,21,38,1,0,0,191,25,22,53.2
Erik Pieters\Erik-Pieters,DFMF,Burnley,eng Premier League,31,14.1,1,0,0,26,20,1,15,10,27,1,0,1,129,20,12,62.5
Tomás Pina Isla\Tomas-Pina-Isla,MF,Alavés,es La Liga,32,28.6,12,0,0,69,30,2,5,42,32,0,0,0,268,47,44,51.6
Andrea Pinamonti\Andrea-Pinamonti,FW,Inter,it Serie A,21,1.9,0,0,0,2,6,1,1,0,0,0,0,0,10,2,3,40.0
Yeremi Pino\Yeremi-Pino,FWMF,Villarreal,es La Liga,17,8.9,4,0,0,21,15,2,11,8,13,1,1,0,34,9,17,34.6
Carlo Pinsoglio\Carlo-Pinsoglio,GK,Juventus,it Serie A,30,0.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
Gerard Piqué\Gerard-Pique,DF,Barcelona,es La Liga,33,16.5,4,0,0,13,6,2,1,15,13,0,0,0,182,66,21,75.9
Fabio Pisacane\Fabio-Pisacane,DF,Cagliari,it Serie A,34,2.5,1,0,0,2,0,0,1,3,2,0,0,0,12,3,1,75.0
Łukasz Piszczek\Lukasz-Piszczek,DF,Dortmund,de Bundesliga,35,5.1,0,0,0,1,3,0,6,9,10,0,0,0,36,7,6,53.8
Marko Pjaca\Marko-Pjaca,FWMF,Genoa,it Serie A,25,15.8,0,0,0,19,24,2,8,8,11,0,0,0,73,13,50,20.6
Miralem Pjanić\Miralem-Pjanic,MF,Barcelona,es La Liga,30,7.0,1,0,0,4,10,0,1,8,5,0,0,0,73,5,5,50.0
Óscar Plano\Oscar-Plano,MFFW,Valladolid,es La Liga,29,28.0,1,1,0,44,61,3,28,37,37,0,1,0,216,61,69,46.9
Marvin Plattenhardt\Marvin-Plattenhardt,DF,Hertha BSC,de Bundesliga,28,11.9,1,0,0,10,7,0,45,6,13,0,0,0,67,8,4,66.7
Alassane Pléa\Alassane-Plea,FW,M'Gladbach,de Bundesliga,27,20.0,2,0,0,18,29,21,37,7,9,0,0,0,86,34,38,47.2
Dani Plomer\Dani-Plomer,FW,Granada,es La Liga,21,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
Tommaso Pobega\Tommaso-Pobega,MF,Spezia,it Serie A,21,13.7,6,0,0,28,18,0,7,14,21,3,1,0,87,20,19,51.3
Daniel Podence\Daniel-Podence,MFFW,Wolves,eng Premier League,24,18.5,3,0,0,15,27,5,28,15,7,0,0,0,113,8,21,27.6
Paul Pogba\Paul-Pogba,MFFW,Manchester Utd,eng Premier League,27,21.1,3,0,0,41,37,4,24,25,26,2,2,0,210,55,38,59.1
Joel Pohjanpalo\Joel-Pohjanpalo,FW,Union Berlin,de Bundesliga,25,9.5,0,0,0,7,8,12,3,1,2,0,0,0,38,38,52,42.2
Joel Pohjanpalo\Joel-Pohjanpalo,MF,Leverkusen,de Bundesliga,25,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Andrea Poli\Andrea-Poli,MF,Bologna,it Serie A,30,4.3,1,0,0,5,7,0,2,7,7,0,0,1,45,2,6,25.0
Matteo Politano\Matteo-Politano,FW,Napoli,it Serie A,26,21.2,3,0,0,15,47,0,45,21,14,0,0,0,106,6,19,24.0
Jorge Pombo\Jorge-Pombo,FWMF,Cádiz,es La Liga,26,5.8,1,0,0,9,14,0,8,3,4,0,0,0,43,3,4,42.9
Marin Pongračić\Marin-Pongracic,DF,Wolfsburg,de Bundesliga,22,6.4,2,1,1,11,3,0,0,22,9,0,0,0,64,17,10,63.0
Pere Pons\Pere-Pons,MF,Alavés,es La Liga,27,13.2,1,0,0,18,18,1,8,11,19,0,0,0,121,12,26,31.6
Nick Pope\Nick-Pope,GK,Burnley,eng Premier League,28,32.0,1,0,0,2,3,0,0,1,0,0,2,0,164,0,1,0.0
Manolo Portanova\Manolo-Portanova,DFMF,Genoa,it Serie A,20,0.7,0,0,0,3,6,0,0,2,1,0,0,0,6,0,6,0.0
Manolo Portanova\Manolo-Portanova,FWMF,Juventus,it Serie A,20,0.8,1,0,0,2,3,0,0,0,2,0,0,0,3,1,0,100.0
Francisco Portillo\Francisco-Portillo,MFFW,Getafe,es La Liga,30,4.6,1,0,0,4,4,0,12,5,3,0,0,0,42,1,15,6.3
Portu\Portu,FWMF,Real Sociedad,es La Liga,28,24.3,3,0,0,35,25,23,58,14,14,0,0,0,118,21,38,35.6
Stefan Posch\Stefan-Posch,DF,Hoffenheim,de Bundesliga,23,23.5,11,1,1,37,13,1,18,29,32,0,0,0,239,53,34,60.9
Sergio Postigo\Sergio-Postigo,DF,Levante,es La Liga,31,18.0,4,0,0,16,12,0,1,39,13,0,0,1,110,28,19,59.6
Yussuf Poulsen\Yussuf-Poulsen,FW,RB Leipzig,de Bundesliga,26,15.0,1,0,0,22,30,9,10,7,2,1,0,0,80,39,45,46.4
Maxime Poundjé\Maxime-Poundje,DF,Bordeaux,fr Ligue 1,27,5.5,1,0,0,3,9,0,12,10,3,0,0,0,31,17,9,65.4
Darío Poveda\Dario-Poveda,FW,Getafe,es La Liga,23,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,66.7
Alejandro Pozo Pozo\Alejandro-Pozo-Pozo,DFMF,Eibar,es La Liga,21,24.3,4,0,0,22,18,2,59,28,26,0,0,0,203,11,39,22.0
Dennis Praet\Dennis-Praet,MFFW,Leicester City,eng Premier League,26,8.0,0,0,0,12,2,0,18,9,7,0,0,0,62,5,11,31.3
Sanjin Prcić\Sanjin-Prcic,MF,Strasbourg,fr Ligue 1,26,3.9,1,0,0,9,3,0,5,5,3,0,0,0,51,4,1,80.0
Nicolas de Préville\Nicolas-de-Preville,FWMF,Bordeaux,fr Ligue 1,29,17.9,3,0,0,20,45,2,32,13,20,0,0,0,108,26,34,43.3
Manuel Prietl\Manuel-Prietl,MF,Arminia,de Bundesliga,28,28.0,3,0,0,39,10,0,4,38,48,0,0,0,282,37,34,52.1
Grischa Prömel\Grischa-Promel,MF,Union Berlin,de Bundesliga,25,20.2,7,0,0,30,52,6,5,31,27,1,0,0,221,25,23,52.1
Davy Pröpper\Davy-Propper,MF,Brighton,eng Premier League,28,2.4,0,0,0,1,0,0,2,2,5,0,0,0,12,3,4,42.9
Ivan Provedel\Ivan-Provedel,GK,Spezia,it Serie A,26,29.0,1,0,0,0,7,0,0,0,0,0,0,0,147,0,0,
Antonio Puertas\Antonio-Puertas,FWMF,Granada,es La Liga,28,24.1,6,0,0,32,25,13,40,17,17,0,0,0,146,57,88,39.3
Riqui Puig\Riqui-Puig,MF,Barcelona,es La Liga,20,3.2,1,0,0,2,10,0,0,2,5,0,0,0,24,1,4,20.0
Erick Pulgar\Erick-Pulgar,MF,Fiorentina,it Serie A,26,22.2,8,0,0,23,22,0,24,35,32,0,1,0,227,30,14,68.2
Jorge Pulido\Jorge-Pulido,DF,Huesca,es La Liga,29,32.1,6,1,1,35,26,4,8,34,27,0,0,0,303,64,55,53.8
Christian Pulisic\Christian-Pulisic,FWMF,Chelsea,eng Premier League,21,19.3,2,0,0,14,33,5,31,9,17,0,0,0,120,21,48,30.4
Ignacio Pussetto\Ignacio-Pussetto,FW,Udinese,it Serie A,24,8.4,2,0,0,18,10,7,14,10,15,1,0,0,44,23,20,53.5
Fabio Quagliarella\Fabio-Quagliarella,FW,Sampdoria,it Serie A,37,24.5,1,0,0,27,36,18,22,6,8,1,0,0,99,31,68,31.3
Robin Quaison\Robin-Quaison,FWMF,Mainz 05,de Bundesliga,26,16.4,1,0,0,21,12,3,6,9,9,0,0,0,92,23,55,29.5
Domingos Quina\Domingos-Quina,MF,Granada,es La Liga,20,3.8,1,0,0,5,10,1,2,4,6,0,0,0,28,5,6,45.5
Quini\Quini,DF,Granada,es La Liga,30,13.2,5,0,0,18,9,0,17,21,23,0,0,0,120,24,11,68.6
Quique\Quique,FWMF,Eibar,es La Liga,30,1.9,0,0,0,3,4,1,0,0,0,0,0,0,12,6,13,31.6
Dani Raba\Dani-Raba,MF,Villarreal,es La Liga,24,1.7,0,0,0,3,9,1,4,2,2,0,0,0,15,1,1,50.0
Simone Rabbi\Simone-Rabbi,FW,Bologna,it Serie A,18,0.4,0,0,0,3,2,1,0,0,1,0,0,0,1,0,2,0.0
Adrien Rabiot\Adrien-Rabiot,MF,Juventus,it Serie A,25,25.7,7,1,1,44,21,0,14,31,45,0,2,0,217,40,23,63.5
Uroš Račić\Uros-Racic,MF,Valencia,es La Liga,22,24.3,6,0,0,44,25,1,1,20,26,0,1,0,264,76,46,62.3
Anthony Racioppi\Anthony-Racioppi,GK,Dijon,fr Ligue 1,21,21.0,0,0,0,0,4,0,0,0,0,0,0,1,103,0,0,
Nemanja Radoja\Nemanja-Radoja,MF,Levante,es La Liga,27,12.5,1,0,0,15,9,0,3,13,11,0,0,0,130,25,14,64.1
Nemanja Radonjić\Nemanja-Radonjic,FWDF,Hertha BSC,de Bundesliga,24,6.8,1,0,0,7,5,4,23,4,5,0,0,0,46,3,4,42.9
Nemanja Radonjić\Nemanja-Radonjic,FW,Marseille,fr Ligue 1,24,4.4,2,0,0,3,3,2,8,2,8,0,0,0,31,6,16,27.3
Aleksandar Radovanović\Aleksandar-Radovanovic,DF,Lens,fr Ligue 1,26,1.0,0,0,0,1,0,0,0,0,0,0,0,0,6,4,0,100.0
Ivan Radovanović\Ivan-Radovanovic,DFMF,Genoa,it Serie A,31,24.8,6,0,0,28,25,0,2,33,22,0,3,0,207,58,37,61.1
Ionuț Radu\Ionut-Radu,GK,Inter,it Serie A,23,1.5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,
Ștefan Radu\Stefan-Radu,DF,Lazio,it Serie A,33,27.3,2,0,0,20,21,1,43,45,23,0,0,0,255,47,28,62.7
Rafael\Rafael,GK,Spezia,it Serie A,38,2.3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,
Rafinha\Rafinha,MF,Paris S-G,fr Ligue 1,27,15.1,2,0,0,22,41,1,8,15,38,1,0,0,135,9,12,42.9
Antonio Raimondo\Antonio-Raimondo,FW,Bologna,it Serie A,16,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
Predrag Rajković\Predrag-Rajkovic,GK,Reims,fr Ligue 1,24,36.5,2,0,0,1,12,0,0,0,0,0,1,0,201,0,0,
Ivan Rakitić\Ivan-Rakitic,MF,Sevilla,es La Liga,32,24.8,5,0,0,34,25,2,14,20,30,1,0,0,199,33,35,48.5
Jonás Ramalho\Jonas-Ramalho,DF,Osasuna,es La Liga,27,3.4,0,0,0,1,2,0,2,3,2,0,0,0,26,6,1,85.7
Benito Raman\Benito-Raman,FWMF,Schalke 04,de Bundesliga,25,13.8,2,0,0,16,12,5,15,9,12,0,0,0,105,10,14,41.7
Gastón Ramírez\Gaston-Ramirez,MFFW,Sampdoria,it Serie A,29,10.8,5,0,0,33,33,3,19,7,15,0,0,0,70,29,37,43.9
Sandro Ramírez\Sandro-Ramirez,FWMF,Huesca,es La Liga,25,14.3,2,0,0,18,51,11,18,15,11,0,0,0,73,10,26,27.8
Sergio Ramos\Sergio-Ramos,DF,Real Madrid,es La Liga,34,14.2,3,0,0,17,6,2,5,16,12,1,1,0,153,29,22,56.9
Aaron Ramsdale\Aaron-Ramsdale,GK,Sheffield Utd,eng Premier League,22,38.0,1,0,0,1,5,0,0,0,0,0,1,0,183,0,0,
Aaron Ramsey\Aaron-Ramsey,MF,Juventus,it Serie A,29,12.1,2,0,0,19,18,3,19,6,16,1,0,0,73,7,16,30.4
Jacob Ramsey\Jacob-Ramsey,MF,Aston Villa,eng Premier League,19,7.0,0,0,0,13,11,2,7,6,7,0,0,0,54,5,17,22.7
Kayne Ramsey\Kayne-Ramsey,DF,Southampton,eng Premier League,19,1.0,1,0,0,1,0,0,0,1,3,0,0,0,6,1,1,50.0
Darren Randolph\Darren-Randolph,GK,West Ham,eng Premier League,33,3.0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,
Andrea Ranocchia\Andrea-Ranocchia,DF,Inter,it Serie A,32,7.8,2,0,0,13,7,1,0,12,7,0,0,0,63,31,10,75.6
Marcus Rashford\Marcus-Rashford,FW,Manchester Utd,eng Premier League,22,32.4,4,0,0,25,42,27,43,10,10,2,0,0,142,23,22,51.1
Milot Rashica\Milot-Rashica,FWMF,Werder Bremen,de Bundesliga,24,16.2,0,0,0,15,21,4,40,9,10,0,1,0,94,10,36,21.7
Giacomo Raspadori\Giacomo-Raspadori,FWMF,Sassuolo,it Serie A,20,13.7,1,0,0,9,23,4,11,3,2,4,0,0,35,1,9,10.0
Federico Ravaglia\Federico-Ravaglia,GK,Bologna,it Serie A,20,4.0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,
Tim Ream\Tim-Ream,DF,Fulham,eng Premier League,32,7.0,0,0,0,3,0,0,0,4,4,0,0,0,63,11,9,55.0
Ante Rebić\Ante-Rebic,FW,Milan,it Serie A,26,19.7,4,1,0,33,15,11,50,11,18,3,0,0,90,22,44,33.3
Arkadiusz Reca\Arkadiusz-Reca,DF,Crotone,it Serie A,25,25.7,7,0,0,33,25,5,84,51,21,4,0,0,202,33,36,47.8
Recio\Recio,MF,Eibar,es La Liga,29,8.2,5,0,0,18,19,0,20,4,9,0,0,0,72,8,14,36.4
Daishawn Redan\Daishawn-Redan,FWMF,Hertha BSC,de Bundesliga,19,1.1,0,0,0,2,2,0,3,2,0,0,0,0,8,0,5,0.0
Nathan Redmond\Nathan-Redmond,MFFW,Southampton,eng Premier League,26,19.3,1,0,0,30,15,4,34,18,17,0,1,0,121,11,37,22.9
Harrison Reed\Harrison-Reed,MF,Fulham,eng Premier League,25,25.0,5,0,0,40,25,1,13,52,42,0,0,0,332,28,28,50.0
Vasco Regini\Vasco-Regini,DF,Sampdoria,it Serie A,29,1.0,0,0,0,1,1,0,1,0,0,0,0,1,3,1,0,100.0
Sergio Reguilón\Sergio-Reguilon,DF,Tottenham,eng Premier League,23,24.9,5,0,0,26,20,1,59,35,27,1,1,1,215,30,31,49.2
Bobby Reid\Bobby-Reid,MFDF,Fulham,eng Premier League,27,26.4,7,0,0,37,22,4,35,17,20,1,0,0,157,26,41,38.8
Pepe Reina\Pepe-Reina,GK,Lazio,it Serie A,37,29.0,1,0,0,0,1,0,0,0,0,0,0,0,109,0,0,
Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,MFFW,Nice,fr Ligue 1,22,11.8,1,0,0,6,21,3,10,8,5,1,0,0,77,5,10,33.3
Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,FW,Lyon,fr Ligue 1,22,0.3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
Reinier\Reinier,MFFW,Dortmund,de Bundesliga,18,2.9,0,0,0,3,4,1,2,3,8,0,0,0,18,4,4,50.0
Francisco Reis Ferreira\Francisco-Reis-Ferreira,DF,Valencia,es La Liga,23,2.0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,3,0.0
Rocco Reitz\Rocco-Reitz,MF,M'Gladbach,de Bundesliga,18,0.7,1,0,0,2,1,0,0,1,1,0,0,0,15,0,0,
Karim Rekik\Karim-Rekik,DF,Sevilla,es La Liga,25,7.3,2,0,0,18,4,1,8,6,8,0,0,0,39,14,5,73.7
Álex Remiro\Alex-Remiro,GK,Real Sociedad,es La Liga,25,38.0,0,0,0,0,7,0,0,0,0,0,0,0,181,0,0,
Panagiotis Retsos\Panagiotis-Retsos,DF,Saint-Étienne,fr Ligue 1,21,3.0,2,0,0,6,1,0,0,7,3,0,0,0,40,15,7,68.2
Marco Reus\Marco-Reus,MFFW,Dortmund,de Bundesliga,31,25.3,1,0,0,28,34,10,56,10,30,3,0,0,150,14,29,32.6
Elvis Rexhbeçaj\Elvis-Rexhbecaj,MFFW,Köln,de Bundesliga,22,20.4,4,0,0,24,49,1,28,22,30,0,0,0,162,10,41,19.6
Oriol Rey\Oriol-Rey,MF,Valladolid,es La Liga,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0
Gio Reyna\Gio-Reyna,FWMF,Dortmund,de Bundesliga,17,22.0,1,0,0,28,48,4,33,15,23,1,0,0,131,23,49,31.9
Baptiste Reynet\Baptiste-Reynet,GK,Nîmes,fr Ligue 1,29,38.0,3,0,0,1,8,0,0,0,0,0,1,0,210,1,0,100.0
Bryan Reynolds\Bryan-Reynolds,DF,Roma,it Serie A,19,3.1,0,0,0,5,3,0,5,5,3,0,0,0,13,3,4,42.9
Franck Ribéry\Franck-Ribery,FW,Fiorentina,it Serie A,37,23.9,6,1,0,37,73,7,25,8,20,1,0,0,144,5,29,14.7
Ricard\Ricard,DF,Atlético Madrid,es La Liga,20,0.3,0,0,0,0,0,0,2,0,1,0,0,0,2,0,1,0.0
Federico Ricci\Federico-Ricci,FW,Sassuolo,it Serie A,26,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Giacomo Ricci\Giacomo-Ricci,DF,Parma,it Serie A,23,0.7,0,0,0,0,0,0,1,1,1,0,0,0,4,1,2,33.3
Matteo Ricci\Matteo-Ricci,MF,Spezia,it Serie A,26,24.8,5,0,0,28,29,0,10,30,32,0,0,0,274,21,16,56.8
Declan Rice\Declan-Rice,MF,West Ham,eng Premier League,21,32.0,2,0,0,22,14,1,29,68,53,0,1,0,315,47,29,61.8
Chris Richards\Chris-Richards,DF,Hoffenheim,de Bundesliga,20,10.5,1,0,0,6,5,0,0,13,13,0,0,0,113,25,23,52.1
Chris Richards\Chris-Richards,DF,Bayern Munich,de Bundesliga,20,1.0,0,0,0,0,0,0,4,0,1,0,0,0,4,2,3,40.0
Lewis Richardson\Lewis-Richardson,FWMF,Burnley,eng Premier League,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Richarlison\Richarlison,FW,Everton,eng Premier League,23,31.8,4,1,0,34,73,25,23,20,30,1,0,0,186,42,81,34.1
Marco Richter\Marco-Richter,FWMF,Augsburg,de Bundesliga,22,15.7,4,1,1,20,36,7,37,9,9,0,0,0,131,16,37,30.2
Mikel Rico\Mikel-Rico,MF,Huesca,es La Liga,35,24.3,2,0,0,19,21,3,26,20,15,0,0,0,205,14,28,33.3
Sergio Rico\Sergio-Rico,GK,Paris S-G,fr Ligue 1,26,9.0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,
Jaïro Riedewald\Jairo-Riedewald,MF,Crystal Palace,eng Premier League,23,20.2,4,0,0,22,5,0,5,24,21,0,0,0,160,14,15,48.3
Emiliano Rigoni\Emiliano-Rigoni,MFFW,Elche,es La Liga,27,12.7,5,0,0,21,8,7,26,5,10,0,0,0,55,6,12,33.3
Tomás Rincón\Tomas-Rincon,MF,Torino,it Serie A,32,31.6,10,1,1,72,45,0,17,30,47,0,0,0,295,45,41,52.3
Luis Rioja\Luis-Rioja,MF,Alavés,es La Liga,26,23.2,4,0,0,19,28,7,62,31,15,1,0,0,153,20,35,36.4
Renaud Ripart\Renaud-Ripart,MFFW,Nîmes,fr Ligue 1,27,33.9,3,0,0,29,63,5,44,38,30,0,0,0,264,78,84,48.1
Andrea Rispoli\Andrea-Rispoli,DF,Crotone,it Serie A,31,7.2,4,0,0,8,4,1,21,4,5,0,0,0,53,6,6,50.0
Mihailo Ristić\Mihailo-Ristic,DF,Montpellier,fr Ligue 1,24,24.8,4,0,0,28,19,0,64,29,29,0,1,0,201,29,21,58.0
Matt Ritchie\Matt-Ritchie,DFMF,Newcastle Utd,eng Premier League,30,15.0,2,0,0,12,19,1,59,23,9,1,0,1,103,15,21,41.7
Maxence Rivera\Maxence-Rivera,MFFW,Saint-Étienne,fr Ligue 1,18,2.7,0,0,0,2,2,0,6,4,6,0,0,0,21,0,4,0.0
Emmanuel Rivière\Emmanuel-Riviere,FWMF,Crotone,it Serie A,30,7.1,2,0,0,10,17,2,1,4,3,0,0,0,21,11,28,28.2
Rober\Rober,DFMF,Levante,es La Liga,25,15.8,3,1,0,19,6,1,1,39,14,0,0,0,136,23,35,39.7
Roberto\Roberto,GK,Valladolid,es La Liga,34,13.0,0,1,0,0,0,0,0,0,0,0,0,0,55,0,0,
Sergi Roberto\Sergi-Roberto,DF,Barcelona,es La Liga,28,10.5,1,0,0,7,10,2,7,8,7,0,0,0,89,8,10,44.4
Tyler Roberts\Tyler-Roberts,MFFW,Leeds United,eng Premier League,21,14.9,3,0,0,23,33,9,9,9,8,0,0,0,100,20,24,45.5
Andrew Robertson\Andrew-Robertson,DF,Liverpool,eng Premier League,26,37.6,2,0,0,23,10,8,147,34,28,0,1,0,380,39,27,59.1
Antonee Robinson\Antonee-Robinson,DF,Fulham,eng Premier League,22,24.0,4,1,0,20,8,1,93,44,27,0,0,0,219,39,28,58.2
Callum Robinson\Callum-Robinson,FWMF,West Brom,eng Premier League,25,17.3,0,0,0,3,19,8,35,14,7,2,0,0,104,13,50,20.6
Jack Robinson\Jack-Robinson,DF,Sheffield Utd,eng Premier League,26,9.7,3,0,0,10,6,0,11,17,10,1,1,0,91,28,24,53.8
Joel Robles\Joel-Robles,GK,Betis,es La Liga,30,18.0,2,0,0,1,1,0,0,0,0,0,1,0,89,0,0,
Hal Robson-Kanu\Hal-Robson-Kanu,FW,West Brom,eng Premier League,31,6.2,2,0,0,15,10,4,3,4,3,0,0,0,26,7,29,19.4
Marc Roca\Marc-Roca,MF,Bayern Munich,de Bundesliga,23,2.0,1,0,0,6,2,0,2,1,4,0,0,0,18,1,2,33.3
Christopher Rocchia\Christopher-Rocchia,DF,Marseille,fr Ligue 1,22,0.2,0,0,0,2,1,0,0,0,1,0,0,0,3,0,0,
Rubén Rochina\Ruben-Rochina,MF,Levante,es La Liga,29,15.6,5,0,0,39,31,0,28,22,31,0,0,0,152,22,13,62.9
Marek Rodák\Marek-Rodak,GK,Fulham,eng Premier League,23,2.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
Sebastian Rode\Sebastian-Rode,MF,Eint Frankfurt,de Bundesliga,29,18.1,10,0,0,30,21,0,8,43,30,0,0,0,210,26,21,55.3
Joe Rodon\Joe-Rodon,DF,Tottenham,eng Premier League,22,8.1,0,0,0,2,8,1,0,13,9,0,0,0,73,24,11,68.6
Rodri\Rodri,MF,Manchester City,eng Premier League,24,30.5,6,0,0,44,30,3,12,40,60,0,0,0,417,91,28,76.5
Rodrigo\Rodrigo,MFFW,Leeds United,eng Premier League,29,14.3,3,0,0,20,9,3,20,9,13,0,1,0,101,25,34,42.4
Rodrigo\Rodrigo,FWMF,Betis,es La Liga,20,6.0,0,0,0,1,16,2,10,2,2,0,0,0,43,1,8,11.1
Kévin Rodrigues\Kevin-Rodrigues,DFMF,Eibar,es La Liga,26,12.2,1,0,0,9,16,1,41,14,11,0,0,0,121,13,36,26.5
Óscar Rodríguez Arnaiz\Oscar-Rodriguez-Arnaiz,MFFW,Sevilla,es La Liga,22,5.7,1,0,0,14,11,0,19,8,14,0,0,0,46,7,8,46.7
Ángel Rodríguez\Angel-Rodriguez,FWMF,Getafe,es La Liga,33,15.3,4,0,0,27,21,13,14,2,3,1,0,0,67,26,77,25.2
Guido Rodríguez\Guido-Rodriguez,MF,Betis,es La Liga,26,31.8,10,0,0,60,47,0,4,58,69,0,1,0,351,57,41,58.2
James Rodríguez\James-Rodriguez,FWMF,Everton,eng Premier League,29,19.6,4,0,0,17,40,6,35,16,14,1,0,0,141,5,15,25.0
Jay Rodriguez\Jay-Rodriguez,FWMF,Burnley,eng Premier League,31,14.1,3,0,0,31,18,15,4,4,14,0,0,0,69,46,85,35.1
